,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Year,AvgCPIUSD,Budget2017,Gross2017,Gross-Budget2017,Action,ActionAdventure,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Romance,Sci-Fi,Sport,Thriller,War,Western
53,Color,Guy Hamilton,136.0,121.0,82,189.0,Geoffrey Holder,581.0,35400000,"Action, Adventure, Thriller",Yaphet Kotto,Live and Let Die ,74957,1865,Clifton James,3.0,"british ,cards ,heroin ,murder ,tarot card",http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,251,English,UK,PG,7000000,1973,547.0,6.8,1.66,0,1973,44.4,38345495.5,193918648.6,155573153.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,Color,George Lucas,100.0,112.0,0,425.0,Ron Howard,11000.0,115000000,"Comedy, Drama, Music",Harrison Ford,American Graffiti ,63839,14954,Mackenzie Phillips,1.0,"california ,car ,drag racing ,high school ,rock 'n' roll",http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,238,English,USA,PG,777000,1973,2000.0,7.5,2.35,0,1973,44.4,4256350.0,629961711.7,625705361.7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
55,Color,George Roy Hill,119.0,129.0,131,417.0,Robert Shaw,1000.0,159600000,"Comedy, Crime, Drama",Eileen Brennan,The Sting ,175607,2387,Ray Walston,0.0,"con ,con man ,courier ,long con ,murder",http://www.imdb.com/title/tt0070735/?ref_=fn_tt_tt_1,252,English,USA,PG,5500000,1973,559.0,8.3,1.85,0,1973,44.4,30128603.6,874277297.3,844148693.7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
56,Color,William Friedkin,304.0,132.0,607,259.0,Linda Blair,1000.0,204565000,Horror,Ellen Burstyn,The Exorcist ,284252,2466,Lee J. Cobb,0.0,"demonic possession ,exorcism ,exorcist ,loss of innocence ,priest",http://www.imdb.com/title/tt0070047/?ref_=fn_tt_tt_1,1058,English,USA,R,8000000,1973,931.0,8.0,1.37,18000,1973,44.4,43823423.42,1120592327.0,1076768903.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,Color,Guy Hamilton,118.0,125.0,82,244.0,Herv? Villechaize,16000.0,21000000,"Action, Adventure, Thriller",Christopher Lee,The Man with the Golden Gun ,73950,17611,Desmond Llewelyn,3.0,"assassin ,bikini ,girl in a bikini ,mission ,secret agent",http://www.imdb.com/title/tt0071807/?ref_=fn_tt_tt_1,258,English,UK,PG,13000000,1974,387.0,6.8,1.66,2000,1974,49.3,64135091.28,103602839.8,39467748.48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,Color,Tobe Hooper,277.0,88.0,365,177.0,Edwin Neal,383.0,30859000,"Horror, Thriller",Gunnar Hansen,The Texas Chain Saw Massacre ,96410,1094,Marilyn Burns,0.0,"cannibal ,chainsaw ,hitchhiker ,independent film ,leatherface",http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,826,English,USA,R,83532,1974,371.0,7.5,1.85,0,1974,49.3,412102.4957,152241906.3,151829803.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
59,Color,Joe Camp,5.0,86.0,24,142.0,Peter Breck,407.0,39552600,"Adventure, Family, Romance",Frances Bavier,Benji ,3411,1090,Edgar Buchanan,0.0,"animal abuse ,cat ,dog ,dog movie ,tween girl",http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,36,English,USA,G,500000,1974,189.0,6.1,1.85,816,1974,49.3,2466734.28,195131508.6,192664774.3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
60,Color,Francis Ford Coppola,149.0,220.0,0,3000.0,Al Pacino,22000.0,57300000,"Crime, Drama",Robert De Niro,The Godfather: Part II ,790926,39960,Robert Duvall,1.0,"1950s ,corrupt politician ,lake tahoe nevada ,melancholy ,revenge",http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,650,English,USA,R,13000000,1974,14000.0,9.0,1.85,14000,1974,49.3,64135091.28,282687748.5,218552657.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61, Black and White,Mel Brooks,129.0,106.0,0,481.0,Peter Boyle,1000.0,86300000,Comedy,Madeline Kahn,Young Frankenstein ,112671,2703,Teri Garr,0.0,"assistant ,castle ,experiment ,frankenstein's monster ,scientist",http://www.imdb.com/title/tt0072431/?ref_=fn_tt_tt_1,315,English,USA,PG,2800000,1974,595.0,8.0,1.85,14000,1974,49.3,13813711.97,425758336.7,411944624.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Color,Mel Brooks,121.0,93.0,0,628.0,David Huddleston,1000.0,119500000,"Comedy, Western",Madeline Kahn,Blazing Saddles ,95294,4701,Harvey Korman,0.0,"railroad ,reference to douglas fairbanks ,reference to jesse owens ,reference to randolph scott ,year 1874",http://www.imdb.com/title/tt0071230/?ref_=fn_tt_tt_1,363,English,USA,R,2600000,1974,1000.0,7.8,2.35,12000,1974,49.3,12827018.26,589549492.9,576722474.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,Color,Terry Gilliam,131.0,91.0,0,332.0,Michael Palin,795.0,1229197,"Adventure, Comedy, Fantasy",Eric Idle,Monty Python and the Holy Grail ,382240,2158,Terry Jones,0.0,"camelot ,holy grail ,king arthur ,knight ,lancelot",http://www.imdb.com/title/tt0071853/?ref_=fn_tt_tt_1,660,English,UK,PG,229575,1975,561.0,8.3,1.66,14000,1975,53.8,1037866.757,5556975.731000001,4519108.975,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64,Color,Milos Forman,149.0,133.0,869,425.0,Michael Berryman,888.0,112000000,Drama,Scatman Crothers,One Flew Over the Cuckoo's Nest ,680041,2176,Louise Fletcher,0.0,"1960s ,escape ,mental institution ,nurse ,sexuality",http://www.imdb.com/title/tt0073486/?ref_=fn_tt_tt_1,760,English,USA,R,4400000,1975,721.0,8.7,1.85,32000,1975,53.8,19891598.51,506331598.5,486440000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,Color,Steven Spielberg,385.0,130.0,14000,366.0,Robert Shaw,813.0,260000000,"Adventure, Drama, Thriller",Roy Scheider,Jaws ,412454,2047,Murray Hamilton,0.0,"beach ,blockbuster ,fishing ,great white shark ,shark",http://www.imdb.com/title/tt0073195/?ref_=fn_tt_tt_1,962,English,USA,PG,8000000,1975,559.0,8.0,2.35,21000,1975,53.8,36166542.75,1175412639.0,1139246097.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
66,Color,Michael Anderson,112.0,119.0,23,440.0,Jenny Agutter,1000.0,25000000,"Action, Adventure, Sci-Fi",Farrah Fawcett,Logan's Run ,39847,2951,Peter Ustinov,1.0,"cat ,computer ,cult film ,runner ,sanctuary",http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,242,English,USA,PG,9000000,1976,659.0,6.8,2.35,0,1976,56.9,38470650.26,106862917.4,68392267.14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67,Color,John G. Avildsen,141.0,145.0,80,794.0,Burgess Meredith,13000.0,117235247,"Drama, Sport",Sylvester Stallone,Rocky ,375240,16094,Carl Weathers,0.0,"boxer ,hometown hero ,philadelphia pennsylvania ,protective male ,training",http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,542,English,USA,PG,960000,1976,1000.0,8.1,1.33,0,1976,56.9,4103536.028,501124020.7,497020484.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
68,Color,Dick Richards,6.0,107.0,6,375.0,Terence Hill,963.0,1000000,"Adventure, Drama, Romance, War",Catherine Deneuve,March or Die ,2215,2209,Jack O'Halloran,1.0,"arab ,bare chested male ,foreign legion ,french foreign legion ,morocco",http://www.imdb.com/title/tt0076175/?ref_=fn_tt_tt_1,26,English,UK,PG,9000000,1977,750.0,6.3,1.85,122,1977,60.6,36121782.18,4013531.353,-32108250.83,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
69,Color,John 'Bud' Cardos,95.0,97.0,8,22.0,Hoke Howell,423.0,17000000,"Horror, Sci-Fi",Woody Strode,Kingdom of the Spiders ,3274,516,Tiffany Bolling,0.0,"death ,farm ,hotel ,spider ,tarantula",http://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,84,English,USA,PG,500000,1977,23.0,5.9,1.85,0,1977,60.6,2006765.677,68230033.0,66223267.33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
70, Black and White,Richard Attenborough,56.0,175.0,0,14.0,Dirk Bogarde,385.0,50800000,"Drama, History, War",Ryan O'Neal,A Bridge Too Far ,40277,669,Wolfgang Preiss,14.0,"airborne troops ,allies ,operation market garden ,panzer ,paratrooper",http://www.imdb.com/title/tt0075784/?ref_=fn_tt_tt_1,210,English,USA,PG,26000000,1977,232.0,7.4,2.35,0,1977,60.6,104351815.2,203887392.7,99535577.56,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
71,Color,Lewis Gilbert,112.0,123.0,43,238.0,Desmond Llewelyn,456.0,46800000,"Action, Adventure, Sci-Fi, Thriller",Caroline Munro,The Spy Who Loved Me ,76477,1326,Barbara Bach,2.0,"1970s ,cult film ,official james bond series ,submarine ,world war three",http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1,275,English,UK,PG,14000000,1977,244.0,7.1,2.35,0,1977,60.6,56189438.94,187833267.3,131643828.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
72,Color,Woody Allen,154.0,93.0,11000,629.0,Carol Kane,11000.0,39200000,"Comedy, Romance",Woody Allen,Annie Hall ,192940,12691,Shelley Duvall,0.0,"breaking the fourth wall ,comedian ,jewish ,neurosis ,singer",http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,491,English,USA,PG,4000000,1977,636.0,8.1,1.37,0,1977,60.6,16054125.41,157330429.0,141276303.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,Color,Steven Spielberg,171.0,135.0,14000,252.0,Teri Garr,559.0,128300000,"Drama, Sci-Fi",Bob Balaban,Close Encounters of the Third Kind ,139288,1591,Melinda Dillon,0.0,"alien ,close encounter of the third kind ,mothership ,ufo ,vision",http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1,339,English,USA,PG,19400870,1977,481.0,7.7,2.35,0,1977,60.6,77866000.02,514936072.6,437070072.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
74,Color,George Lucas,282.0,125.0,0,504.0,Peter Cushing,11000.0,460935665,"Action, Adventure, Fantasy, Sci-Fi",Harrison Ford,Star Wars: Episode IV - A New Hope ,911097,13485,Kenny Baker,1.0,"death star ,empire ,galactic war ,princess ,rebellion",http://www.imdb.com/title/tt0076759/?ref_=fn_tt_tt_1,1470,English,USA,PG,11000000,1977,1000.0,8.7,2.35,33000,1977,60.6,44148844.88,1849979743.0,1805830898.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
75,Color,James Fargo,2.0,127.0,109,324.0,Joseph Cotten,16000.0,1000000,"Action, Adventure, History",Christopher Lee,Caravans ,524,17250,Behrouz Vossoughi,0.0,"afghanistan ,caravan ,rebel ,russian ,tribe",http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,8,English,Iran,PG,14000000,1978,469.0,6.5,2.35,76,1978,65.2,52225153.37,3730368.098,-48494785.28,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76,Color,Sidney Lumet,32.0,118.0,0,227.0,Diana Ross,738.0,13000000,"Adventure, Family, Fantasy, Music, Musical",Lena Horne,The Wiz ,10895,1458,Theresa Merritt,0.0,"melancholy ,new york city ,sadness ,teacher ,wizard",http://www.imdb.com/title/tt0078504/?ref_=fn_tt_tt_1,150,English,USA,G,24000000,1978,295.0,5.2,1.85,0,1978,65.2,89528834.36,48494785.28,-41034049.08,0,0,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0
77,Color,John Carpenter,318.0,101.0,0,598.0,Donald Pleasence,2000.0,47000000,"Horror, Thriller",Jamie Lee Curtis,Halloween ,157857,4400,P.J. Soles,0.0,"halloween ,masked killer ,michael myers ,slasher ,trick or treat",http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,1191,English,USA,R,300000,1978,742.0,7.9,2.35,12000,1978,65.2,1119110.429,175327300.6,174208190.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
78,Color,Richard Donner,169.0,188.0,503,467.0,Margot Kidder,10000.0,134218018,"Action, Adventure, Drama, Romance, Sci-Fi",Marlon Brando,Superman ,126357,12940,Ned Beatty,0.0,"1970s ,clark kent ,planet ,superhero ,year 1978",http://www.imdb.com/title/tt0078346/?ref_=fn_tt_tt_1,497,English,USA,PG,55000000,1978,593.0,7.3,2.35,0,1978,65.2,205170245.4,500682612.5,295512367.1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
79,Color,Jeannot Szwarc,75.0,131.0,82,85.0,Murray Hamilton,813.0,102922376,"Adventure, Horror, Thriller",Roy Scheider,Jaws 2 ,51314,1520,Joseph Mascolo,0.0,"great white shark ,island ,mayor ,police chief ,shark",http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1,265,English,USA,PG,20000000,1978,366.0,5.7,2.35,0,1978,65.2,74607361.96,383938348.0,309330986.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
80,Color,John Landis,94.0,109.0,644,559.0,Karen Allen,1000.0,141600000,Comedy,John Belushi,Animal House ,90177,3468,Tim Matheson,6.0,"academic probation ,camera shot of feet ,fraternity ,school expulsion ,smashing a guitar",http://www.imdb.com/title/tt0077975/?ref_=fn_tt_tt_1,257,English,USA,R,3000000,1978,783.0,7.6,1.85,0,1978,65.2,11191104.29,528220122.7,517029018.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Color,Randal Kleiser,124.0,110.0,116,898.0,Stockard Channing,1000.0,181360000,"Musical, Romance",Olivia Newton-John,Grease ,170027,5127,Sid Caesar,2.0,"automobile racing ,boyfriend girlfriend relationship ,high school ,wrestling ,year 1959",http://www.imdb.com/title/tt0077631/?ref_=fn_tt_tt_1,350,English,USA,PG-13,6000000,1978,944.0,7.2,2.35,13000,1978,65.2,22382208.59,676539558.3,654157349.7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
82,Color,Mark Rydell,32.0,125.0,43,122.0,Frederic Forrest,563.0,29200000,"Drama, Music, Romance",David Keith,The Rose ,6142,1097,Alan Bates,0.0,"awol ,demand ,driver ,drugs ,roses",http://www.imdb.com/title/tt0079826/?ref_=fn_tt_tt_1,52,English,USA,R,8500000,1979,236.0,6.9,1.85,1000,1979,72.6,28476170.8,97824022.04,69347851.24,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
83,Color,Don Siegel,53.0,112.0,152,459.0,Patrick McGoohan,16000.0,36500000,"Biography, Crime, Drama",Clint Eastwood,Escape from Alcatraz ,87090,17568,Fred Ward,0.0,"alcatraz ,escape ,inmate ,island ,prison",http://www.imdb.com/title/tt0079116/?ref_=fn_tt_tt_1,142,English,USA,PG,8000000,1979,466.0,7.6,1.85,0,1979,72.6,26801101.93,122280027.5,95478925.62,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
84,Color,Lewis Gilbert,121.0,126.0,43,177.0,Lois Chiles,244.0,62700000,"Action, Adventure, Sci-Fi, Thriller",Desmond Llewelyn,Moonraker ,69534,1008,Lois Maxwell,2.0,"astronaut ,dog ,official james bond series ,space shuttle ,space shuttle transported on a 747",http://www.imdb.com/title/tt0079574/?ref_=fn_tt_tt_1,294,English,UK,PG,34000000,1979,202.0,6.3,2.35,0,1979,72.6,113904683.2,210053636.4,96148953.17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
85,Color,Francis Ford Coppola,261.0,289.0,0,3000.0,Marlon Brando,11000.0,78800000,"Drama, War",Harrison Ford,Apocalypse Now ,450676,25313,Robert Duvall,1.0,"army ,green beret ,insanity ,jungle ,vietnam",http://www.imdb.com/title/tt0078788/?ref_=fn_tt_tt_1,983,English,USA,R,31500000,1979,10000.0,8.5,2.35,19000,1979,72.6,105529338.8,263990854.0,158461515.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
86,Color,Robert Wise,134.0,143.0,338,643.0,Nichelle Nichols,12000.0,82300000,"Adventure, Mystery, Sci-Fi",Leonard Nimoy,Star Trek: The Motion Picture ,63330,16007,Walter Koenig,2.0,"alien ,space ,space station ,spacecraft ,warp speed",http://www.imdb.com/title/tt0079945/?ref_=fn_tt_tt_1,405,English,USA,PG,35000000,1979,664.0,6.4,2.35,0,1979,72.6,117254820.9,275716336.1,158461515.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,Color,Ridley Scott,392.0,116.0,0,513.0,Yaphet Kotto,1000.0,78900000,"Horror, Sci-Fi",Tom Skerritt,Alien ,563827,2524,Bolaji Badejo,0.0,"alien ,creature ,future ,outer space ,spaceship",http://www.imdb.com/title/tt0078748/?ref_=fn_tt_tt_1,1110,English,UK,R,11000000,1979,581.0,8.5,2.35,23000,1979,72.6,36851515.15,264325867.8,227474352.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
88,Color,Michael Cimino,102.0,325.0,517,678.0,Sam Waterston,12000.0,1500000,"Adventure, Drama, Western",Jeff Bridges,Heaven's Gate ,9830,14255,Isabelle Huppert,0.0,"1890s ,hired gun ,immigrant ,johnson county war ,sheriff",http://www.imdb.com/title/tt0080855/?ref_=fn_tt_tt_1,189,English,USA,R,44000000,1980,849.0,6.8,2.35,1000,1980,82.4,129874757.3,4427548.544,-125447208.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
89,Color,Jerry Jameson,32.0,119.0,5,249.0,Jason Robards,521.0,7000000,"Action, Adventure, Drama, Thriller",M. Emmet Walsh,Raise the Titanic ,2933,1883,Anne Archer,0.0,"military ,mineral ,ocean ,ship ,titanic",http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,70,English,UK,PG,36000000,1980,372.0,4.7,2.35,328,1980,82.4,106261165.0,20661893.2,-85599271.84,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
90,Color,Nancy Walker,26.0,124.0,42,161.0,Randy Jones,801.0,2000000,"Biography, Comedy, Musical",Steve Guttenberg,Can't Stop the Music ,2998,1462,Caitlyn Jenner,0.0,"male frontal nudity ,male full frontal nudity ,male nudity ,male rear nudity ,new york city",http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1,74,English,USA,PG,20000000,1980,174.0,4.5,2.35,1000,1980,82.4,59033980.58,5903398.057999999,-53130582.52,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
91, Black and White,Martin Scorsese,151.0,121.0,17000,356.0,Cathy Moriarty,22000.0,45250,"Biography, Drama, Sport",Robert De Niro,Raging Bull ,235133,23008,Frank Vincent,1.0,"boxing ,domestic violence ,hot temper ,jealousy ,rage",http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1,494,English,USA,R,18000000,1980,394.0,8.3,1.85,0,1980,82.4,53130582.52,133564.3811,-52997018.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
92,Color,John Carpenter,212.0,89.0,0,606.0,Hal Holbrook,2000.0,21378000,"Fantasy, Horror",Jamie Lee Curtis,The Fog ,46493,4878,Janet Leigh,0.0,"california ,fog ,leper ,lighthouse ,ship",http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,335,English,USA,R,1000000,1980,826.0,6.8,2.35,7000,1980,82.4,2951699.0289999996,63101421.84,60149722.82,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
93,Color,Brian De Palma,121.0,104.0,0,517.0,David Margulies,754.0,31899000,"Mystery, Romance, Thriller",Angie Dickinson,Dressed to Kill ,23986,2442,Nancy Allen,0.0,"apartment ,elevator ,murder ,psychiatrist ,sunglasses",http://www.imdb.com/title/tt0080661/?ref_=fn_tt_tt_1,201,English,USA,X,6500000,1980,567.0,7.1,2.35,0,1980,82.4,19186043.69,94156247.33,74970203.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
94,Color,John Landis,125.0,148.0,644,326.0,Aretha Franklin,1000.0,54200000,"Action, Comedy, Crime, Music",John Belushi,The Blues Brothers ,142448,2566,Ray Charles,1.0,"band ,catholic ,money ,parolee ,prison",http://www.imdb.com/title/tt0080455/?ref_=fn_tt_tt_1,319,English,USA,R,27000000,1980,809.0,7.9,1.85,14000,1980,82.4,79695873.79,159982087.4,80286213.59,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
95,Color,Harold Ramis,71.0,98.0,11000,484.0,Rodney Dangerfield,13000.0,39800000,"Comedy, Sport",Bill Murray,Caddyshack ,81599,14921,Brian Doyle-Murray,3.0,"caddy ,country club ,golf course ,gopher ,nudity",http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,250,English,USA,R,6000000,1980,573.0,7.4,1.85,0,1980,82.4,17710194.17,117477621.4,99767427.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
96,Color,Robert Redford,62.0,124.0,0,535.0,Elizabeth McGovern,2000.0,54800000,Drama,Adam Baldwin,Ordinary People ,35130,5122,Judd Hirsch,3.0,"choir ,death ,friend ,suicide ,therapy",http://www.imdb.com/title/tt0081283/?ref_=fn_tt_tt_1,283,English,USA,R,6000000,1980,553.0,7.8,1.85,0,1980,82.4,17710194.17,161753106.8,144042912.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,Color,Richard Lester,121.0,116.0,44,420.0,Ned Beatty,593.0,108200000,"Action, Adventure, Romance, Sci-Fi",Margot Kidder,Superman II ,76331,2908,Jackie Cooper,4.0,"alien invasion ,based on comic book ,flying superhero ,phantom zone ,revenge",http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1,269,English,USA,PG,54000000,1980,467.0,6.8,2.35,0,1980,82.4,159391747.6,319373835.0,159982087.4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
98,Color,Howard Zieff,25.0,109.0,6,271.0,Albert Brooks,1000.0,69800000,"Comedy, War",Eileen Brennan,Private Benjamin ,18140,2419,Alan Oppenheimer,1.0,"camera shot of feet ,female stockinged feet ,loss of husband ,pantyhose ,suntan pantyhose",http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,60,English,USA,R,10000000,1980,745.0,6.1,1.85,855,1980,82.4,29516990.29,206028592.2,176511601.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
99,Color,Jim Abrahams,134.0,88.0,104,318.0,Lloyd Bridges,628.0,83400000,Comedy,Peter Graves,Airplane! ,160281,2726,Barbara Billingsley,0.0,"air traffic controller ,airplane ,airport ,pilot ,spoof",http://www.imdb.com/title/tt0080339/?ref_=fn_tt_tt_1,427,English,USA,PG,3500000,1980,575.0,7.8,1.85,16000,1980,82.4,10330946.6,246171699.0,235840752.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Color,Irvin Kershner,223.0,127.0,883,441.0,Kenny Baker,11000.0,290158751,"Action, Adventure, Fantasy, Sci-Fi",Harrison Ford,Star Wars: Episode V - The Empire Strikes Back ,837759,12643,Anthony Daniels,0.0,"duel ,famous twist ,rebel ,rescue ,snowy landscape",http://www.imdb.com/title/tt0080684/?ref_=fn_tt_tt_1,900,English,USA,PG,18000000,1980,504.0,8.8,2.35,17000,1980,82.4,53130582.52,856461303.6,803330721.1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
101,Color,Noel Marshall,50.0,102.0,4,60.0,Melanie Griffith,634.0,2000000,"Adventure, Horror, Thriller",Tippi Hedren,Roar ,1275,1262,Zakes Mokae,0.0,"chase ,dead man ,jungle ,killing a lion ,killing a tiger",http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1,27,English,USA,PG,17000000,1981,537.0,6.4,2.35,0,1981,90.9,45486688.67,5351375.138,-40135313.53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
102,Color,Franklin J. Schaffner,2.0,118.0,76,249.0,William Hootkins,902.0,800000,"Adventure, Mystery, Thriller",Frank Langella,Sphinx ,892,2079,John Gielgud,0.0,"bat ,curse ,egyptologist ,mummy ,murder",http://www.imdb.com/title/tt0083113/?ref_=fn_tt_tt_1,21,English,USA,PG,14000000,1981,488.0,5.2,2.35,106,1981,90.9,37459625.96,2140550.055,-35319075.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
103,Color,Matthew Robbins,60.0,108.0,25,94.0,Ralph Richardson,1000.0,6000000,"Action, Adventure, Fantasy",Ian McDiarmid,Dragonslayer ,10832,1263,Albert Salmi,0.0,"apprentice ,dragon ,king ,kingdom ,wizard",http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,102,English,USA,PG,18000000,1981,115.0,6.7,2.35,0,1981,90.9,48162376.24,16054125.41,-32108250.83,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104,Color,Steve Rash,13.0,98.0,15,281.0,Adam Arkin,691.0,8500000,Comedy,Mako,Under the Rainbow ,2061,1761,Billy Barty,0.0,"assassin ,hotel ,japanese tourist ,secret service ,wizard of oz",http://www.imdb.com/title/tt0083254/?ref_=fn_tt_tt_1,34,English,USA,PG,20000000,1981,374.0,5.4,1.78,501,1981,90.9,53513751.38,22743344.33,-30770407.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Color,William A. Fraker,25.0,98.0,28,102.0,Richard Farnsworth,372.0,8000000,"Action, Adventure, Western",Jason Robards,The Legend of the Lone Ranger ,1400,927,Michael Horse,0.0,"ambush ,hero ,masked hero ,outlaw ,texas ranger",http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,41,English,USA,PG,18000000,1981,262.0,5.0,2.35,346,1981,90.9,48162376.24,21405500.55,-26756875.69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106, Black and White,George Miller,177.0,87.0,750,41.0,Bruce Spence,745.0,9003011,"Action, Adventure, Sci-Fi, Thriller",Vernon Wells,Mad Max 2: The Road Warrior ,133966,1396,Kjell Nilsson,0.0,"australian ,gasoline ,post apocalypse ,refinery ,warrior",http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1,294,English,Australia,R,2000000,1981,531.0,7.6,2.35,0,1981,90.9,5351375.138,24089244.61,18737869.48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
